Stn Number,agency,Latitude,Longitude,Elevation,First Date,First Yea,Last Date,Last Year,Number of Years,Stn Name
510236_76,76,-32.0202,116.4212,0,12:00_25/01/1974,1974,14:04_08/04/1999,1999,26,HELENA RIVER - DUNLOP ROAD
510252_76,76,-31.865,117.7763,0,14:36_13/03/1975,1975,13:37_18/11/2008,2008,34,LOCKHART RIVER - KWOLYN HILL
510253_76,76,-32.8877,117.6098,0,13:39_20/12/1977,1977,16:36_08/01/1986,1986,10,LAKE TOOLIBIN - STANLEY PARK
510254_76,76,-32.9048,117.614,0,11:36_20/12/1977,1977,10:30_17/06/2009,2009,33,NORTHERN ARTHUR RIVER - LAKE TOOLIBIN INFLOW
510257_76,76,-33.9469,118.0993,0,11:00_11/03/1975,1975,14:37_23/09/2008,2008,34,JACKITUP CREEK - WELLARDS
510601_76,76,-33.8984,118.1188,0,13:30_12/04/1976,1976,13:51_24/06/1999,1999,24,JACKITUP CREEK TRIB - HINKLEYS FARM
512011_76,76,-33.3076,120.9601,0,15:10_04/06/1973,1973,11:09_10/06/1999,1999,27,YOUNG RIVER - KAAPI - KI
512012_76,76,-33.346,121.3373,0,12:45_04/06/1973,1973,09:14_10/06/1999,1999,27,LORT RIVER - DUNDAS GOLDFIELD
512233_76,76,-33.5376,120.9648,0,11:00_24/04/1974,1974,13:58_10/06/1999,1999,26,YOUNG RIVER - CASCADES
512235_76,76,-33.5791,120.8677,0,12:45_08/05/1974,1974,16:19_16/03/2009,2009,36,YOUNG RIVER - MELALUKA
512250_76,76,-33.5575,120.8972,0,16:00_08/05/1974,1974,11:45_21/01/2008,2008,35,YOUNG RIVER - MUNGLINUP
512251_76,76,-33.5592,120.8301,0,13:00_04/02/1975,1975,14:15_31/10/1988,1988,14,YOUNG RIVER - ONE TWENTY
512252_76,76,-31.2115,121.6576,0,16:00_31/10/1975,1975,08:00_31/08/1992,1992,18,LAKE LEFROY - COMPTON DAM  W.R.P.
527004_66,66,-13.7147,143.3215,,15:30_22/09/1977,1977,11:21_26/09/1995,1995,19,LEO MINE STANDALONE
527007_66,66,-13.1298,142.0524,,16:00_03/11/1986,1986,09:30_17/07/2008,2008,23,WATSON RIVER STANDALONE
528007_66,66,-16.1076,144.7777,,13:45_03/12/1990,1990,12:05_18/04/2008,2008,19,GOLDFIELDS GS 919201A
529001_66,66,-21.2667,140.8,,09:30_27/06/1972,1972,12:55_30/04/2008,2008,37,GLEN IDOL STANDALONE
529002_66,66,-21.5167,140.5167,,15:00_23/03/1993,1993,09:37_16/09/2008,2008,16,SELWYN STANDALONE
529005_66,66,-21.05,140.0833,,14:45_27/07/1988,1988,10:40_27/11/2007,2007,20,BLACK GORGE STANDALONE
531004_66,66,-17.6257,145.2962,,12:05_25/05/1990,1990,13:40_25/06/2008,2008,19,SILVER VALLEY GS 116014A
531005_66,66,-17.3793,145.6521,,11:41_15/11/1991,1991,09:17_02/05/2008,2008,18,GLEN ALLYN GS 112003A
531011_66,66,-16.6398,145.5176,,07:00_14/01/1963,1963,13:10_12/07/2007,2007,45,BLACK MOUNTAIN STANDALONE
531013_66,66,-16.7318,145.5115,,14:45_28/02/1985,1985,02:11_07/03/2006,2006,22,MONA MONA STANDALONE
531014_66,66,-17.7356,145.4374,,12:15_16/01/1986,1986,13:16_30/04/2008,2008,23,WOOROORA GS 116015A
531015_66,66,-17.783,145.5189,,18:15_11/02/1986,1986,11:13_17/07/2008,2008,23,CHALUMBIN STANDALONE
531016_66,66,-17.7462,145.5626,,16:00_12/02/1986,1986,08:26_19/12/2007,2007,22,KOOLMOON CREEK STANDALONE
531017_66,66,-17.0024,145.4284,,09:26_24/11/1989,1989,13:05_03/06/2008,2008,20,MAREEBA GS 110002A
532001_66,66,-19.5914,146.7244,,13:25_15/02/1965,1965,10:45_11/10/2007,2007,43,ROSS STANDALONE
532004_66,66,-17.6056,145.8661,,14:50_07/03/1985,1985,12:03_25/07/2008,2008,24,FISHERS CREEK STANDALONE
532005_66,66,-19.3684,146.6034,,14:50_19/03/1985,1985,10:12_10/04/2001,2001,17,MT.MARGARET STANDALONE
532006_66,66,-19.4232,146.7083,,14:15_21/03/1985,1985,14:11_10/04/2001,2001,17,GLEESONS MILL STANDALONE
532007_66,66,-19.3815,146.6796,,11:45_26/03/1985,1985,12:34_10/04/2001,2001,17,STAG CREEK STANDALONE
532008_66,66,-17.8979,145.5415,,12:40_12/02/1986,1986,11:48_16/01/1995,1995,10,UPPER NITCHAGA STANDALONE
532009_66,66,-17.9238,145.6291,,17:30_15/04/1986,1986,14:00_15/12/2005,2005,20,CULPA STANDALONE
532022_66,66,-17.5871,145.9841,,17:03_03/12/1999,1999,15:14_08/07/2008,2008,10,SCHEU CREEK PLUVIO AT FRIELS ROAD
533003_66,66,-20.8749,148.3899,349.9,15:15_21/08/1972,1972,16:55_30/07/2008,2008,37,ERNEST CREEK AT STANDALONE
533004_66,66,-21.0336,148.5978,1074.7,13:00_28/09/1972,1972,15:11_31/07/2008,2008,37,MT WILLIAM AT STANDALONE
533005_66,66,-21.25,148.6667,,14:20_03/04/1985,1985,11:10_07/01/1998,1998,14,TEEMBURRA CK AT FORESTRY STANDALONE
533007_66,66,-21.1931,148.6497,,16:15_20/05/1992,1992,12:51_03/09/2008,2008,17,TEEMBURRA CREEK AT DAM CATCHMENT STANDALONE
533008_66,66,-20.5042,148.3433,205,14:45_29/01/1985,1985,08:27_09/07/2008,2008,24,HECATE AT STANDALONE
533009_66,66,-20.4003,148.1428,,12:12_05/12/1984,1984,09:01_03/07/2008,2008,25,PRETTY BEND STANDALONE
533010_66,66,-21.0883,148.6272,,12:35_22/01/1985,1985,12:00_15/10/2008,2008,24,FINCH HATTON AT STANDALONE
533011_66,66,-21.4797,148.8283,,09:00_03/04/1985,1985,08:40_03/07/2008,2008,24,MT SPENCER STANDALONE
535008_66,66,-24.1936,149.2679,222,12:00_05/03/1964,1964,14:31_11/11/2008,2008,45,BRACKENLEY STANDALONE
535009_66,66,-25.4158,148.6214,450,15:20_26/03/1985,1985,08:13_30/04/2008,2008,24,BOXVALE 2 AT STANDALONE
539003_66,66,-25.3809,151.9881,,10:55_24/07/1990,1990,12:58_07/08/2008,2008,19,CORINGA GS 136011A
539009_66,66,-24.5314,150.9196,547,12:45_14/08/1964,1964,15:29_29/04/2008,2008,45,BLUE HILLS AT STANDALONE
539018_66,66,-25.2136,151.2739,204,13:40_31/05/1993,1993,09:06_13/08/2008,2008,16,LANDS END GS 136118A
539019_66,66,-24.4219,150.7678,,12:35_04/03/1993,1993,14:10_17/07/2002,2002,10,KROOMBIT TW GS 130359A
539021_66,66,-25.7866,151.3305,,09:14_07/09/1995,1995,14:37_13/08/2008,2008,14,COORANGA GS 136319A
539033_66,66,-24.3926,151.0349,872,09:21_08/07/1992,1992,13:12_02/09/2008,2008,17,BOOLAROO TOPS STANDALONE
539034_66,66,-24.94,151.5736,540,00:00_17/02/1993,1993,14:35_17/06/2008,2008,16,BANIA STANDALONE
539035_66,66,-25.9382,151.0203,,15:23_06/02/1991,1991,23:46_07/07/2008,2008,18,BROVINIA GS 136306A
539036_66,66,-24.9923,151.3474,246,15:01_05/03/1990,1990,14:02_15/10/2008,2008,19,YARROL GS 136112A
539037_66,66,-25.1939,151.7349,,00:00_11/08/1988,1988,14:14_22/07/2008,2008,21,BRIGGS CREEK STANDALONE
539038_66,66,-24.8997,152.3238,,11:14_03/10/1990,1990,13:49_06/09/2004,2004,15,BUNDABERG AIRPORT STANDALONE
539040_66,66,-25.1362,151.9822,45,14:43_12/07/1995,1995,09:47_17/04/2008,2008,14,WALLA GS 136001B
540000_66,66,-27.4211,152.4503,,12:50_21/02/1983,1983,12:00_15/08/2001,2001,19,ATKINSON DAM STANDALONE
540004_66,66,-27.7831,153.1897,,14:15_14/03/1991,1991,09:20_13/05/2004,2004,14,WOLFDENE GS145196A
540006_66,66,-28.2758,152.5708,,12:00_04/12/1990,1990,00:00_25/09/2008,2008,19,BURNETT CREEK STANDALONE
540007_66,66,-28.2356,152.48,,12:05_21/08/1989,1989,10:18_13/11/2008,2008,20,BRYN EURYN STANDALONE
540012_66,66,-25.7108,151.8083,149,11:15_19/02/1992,1992,08:58_05/08/2008,2008,17,BAN BAN GS 136207A
540015_66,66,-26.0794,152.2192,121,08:16_09/09/1993,1993,13:30_08/08/2008,2008,16,KILKIVAN GS 138010A
540016_66,66,-25.9031,152.3491,60,14:11_18/12/1992,1992,09:43_23/10/2008,2008,17,MARODIAN GS 138004B
540023_66,66,-28.1233,153.0792,,09:45_12/02/1965,1965,11:40_19/01/2000,2000,36,CAINBABLE CREEK STANDALONE
540038_66,66,-27.5083,152.9767,,12:15_24/06/1987,1987,15:05_18/06/1999,1999,13,INDOOROOPILLY STANDALONE
540039_66,66,-26.4603,152.3721,700,10:15_14/10/1982,1982,08:30_16/07/2008,2008,27,MORTIMER STANDALONE
540040_66,66,-25.491,152.2817,361,12:20_06/01/1983,1983,09:10_07/08/2008,2008,26,FAIRLIES KNOB STANDALONE
540050_66,66,-27.465,153.4366,,11:30_19/11/1992,1992,12:48_23/09/2008,2008,17,RN79938A AT NSI UNIMIN MINE
540051_66,66,-27.5997,153.4378,,12:00_27/10/1993,1993,12:30_30/04/2004,2004,12,NTH STRADBROKE ISLAND 614402A BORE 14400009A
540053_66,66,-26.1816,151.5461,,11:33_04/10/1994,1994,12:55_15/07/2008,2008,15,PROSTON RIFLE RANGE GS 136304A
540054_66,66,-25.2343,151.7974,,15:00_03/11/1994,1994,12:29_22/07/2008,2008,15,MT RAWDON GS 136019A
540058_66,66,-26.0054,152.4115,58,13:37_05/12/1995,1995,10:58_16/07/2008,2008,14,BROOYAR GS 138002C
540059_66,66,-26.8061,152.2711,,11:00_22/08/1995,1995,12:45_23/06/2005,2005,11,LINVILLE GS143007A
540068_66,66,-26.47,152.0575,,15:30_01/12/1998,1998,15:41_22/10/2008,2008,11,GLENMORE GS 136209A
541004_66,66,-28.4372,151.4631,,14:30_13/08/1991,1991,14:28_01/07/2002,2002,12,BARONGAROOK GS416410A
541007_66,66,-28.4872,151.2775,,09:40_07/11/1991,1991,09:17_02/07/2002,2002,12,TERRAINE GS416404C
561102_231,231,-32.7574,150.56,760,13:22_17/05/1990,1990,11:09_17/09/2008,2008,19,PUTTY FOREST (THREE WAYS)
561103_231,231,-32.8241,150.7944,240,16:38_09/05/1990,1990,11:52_17/09/2008,2008,19,HOWES VALLEY (NOISY POINT)
561104_231,231,-32.9777,150.5829,260,10:26_28/06/1990,1990,09:39_17/09/2008,2008,19,PUTTY (TOLLAGONG PARK)
561105_231,231,-33.2085,150.6243,380,12:36_26/06/1990,1990,14:27_25/06/2008,2008,19,CULOUL RANGE (TARI CREEK)
561107_231,231,-33.0288,150.8741,200,11:44_26/06/1990,1990,12:38_17/09/2008,2008,19,MOUNT CALORE
561108_231,231,-33.2302,150.8077,310,15:42_26/06/1990,1990,14:22_17/09/2008,2008,19,WOMERAH
561109_231,231,-32.8759,150.3465,750,12:20_31/10/1990,1990,10:25_17/09/2008,2008,19,CORICUDGY (THE OVENS)
562101_231,231,-32.9052,150.0371,660,12:46_22/06/1990,1990,09:59_25/06/2008,2008,19,RYLSTONE(MARLOO)
562102_231,231,-32.991,150.1346,380,13:42_22/06/1990,1990,12:40_25/06/2008,2008,19,GLEN ALICE(YANDARRA)
563035_231,231,-33.9758,150.3811,40,11:30_09/06/1982,1982,14:44_07/08/2008,2008,27,GREENWATTLE CREEK
563036_231,231,-34.1394,150.3106,298,15:50_11/05/1981,1981,12:24_13/08/2008,2008,28,YERRANDERIE (BYRNES CREEK)
563037_231,231,-34.0683,150.4033,180,11:30_22/06/1982,1982,13:38_07/08/2008,2008,27,BURRAGORANG TRIG
563039_231,231,-33.9473,150.243,243,10:30_12/05/1981,1981,14:33_12/08/2008,2008,28,KOWMUNG RIVER (CEDAR FORD)
563041_231,231,-33.7686,150.1236,975,16:40_22/04/1981,1981,10:25_16/07/2008,2008,28,JENOLAN (BLACK RANGE)
563042_231,231,-33.8883,150.0456,1180,11:32_10/06/1981,1981,13:48_23/04/2008,2008,28,JENOLAN (BUDTHINGEROO)
563043_231,231,-33.9844,150.1167,1070,10:20_10/06/1981,1981,12:23_16/07/2008,2008,28,KANANGRA WALLS
563046_231,231,-33.8889,150.3861,655,09:30_23/04/1981,1981,13:41_10/09/2008,2008,28,MCMAHONS LOOKOUT
563047_231,231,-33.7911,150.2619,1044,12:40_22/04/1981,1981,09:56_10/09/2008,2008,28,KATOOMBA (NARROW NECK)
563048_231,231,-33.4333,150.05,980,09:22_23/09/1987,1987,00:00_10/09/2008,2008,22,LIDSDALE STATE FOREST
563049_231,231,-33.8675,150.2506,183,11:50_04/06/1981,1981,12:59_13/08/2008,2008,28,COXS RIVER (KELPIE POINT)
563050_231,231,-34.0839,149.9172,1152,09:26_30/04/1981,1981,11:18_11/07/2008,2008,28,MOUNT WERONG (VENNS PROPERTY)
563051_231,231,-34.0033,149.9753,1145,13:32_12/03/1981,1981,13:40_16/07/2008,2008,28,SHOOTERS HILL(TUGLOW HOLE MTN)
563053_231,231,-34.1864,149.9575,1060,13:46_10/06/1981,1981,11:55_11/07/2008,2008,28,WOMBAT PINCH
563054_231,231,-34.1253,150.0447,1005,09:36_13/05/1981,1981,12:40_11/07/2008,2008,28,MOUNT SHIVERING
563055_231,231,-34.1139,150.2194,590,13:06_13/03/1981,1981,11:26_12/08/2008,2008,28,YERRANDERIE
563056_231,231,-34.0333,150.2153,564,09:25_12/05/1981,1981,10:37_13/08/2008,2008,28,YERRANDERIE (KIARAMBA SPRINGS)
563057_231,231,-34.1722,150.0931,853,11:32_13/03/1981,1981,10:14_11/07/2008,2008,28,YERRANDERIE (BINDOOK)
563059_231,231,-33.6897,150.3008,950,09:15_07/12/1983,1983,11:54_26/08/2008,2008,26,KATOOMBA (CASCADE CK DAM NO.1)
563061_231,231,-33.7222,150.3917,860,13:04_15/08/1990,1990,11:40_16/04/2008,2008,19,WENTWORTH FALLS (BODINGTON)
563064_233,233,-32.2375,150.6306,,12:05_28/06/1997,1997,03:24_03/06/2010,2010,14,
563070_231,231,-33.7,150.4847,520,14:00_06/12/1983,1983,14:55_15/09/2008,2008,26,LINDEN (WOODFORD CK DAM)
563071_231,231,-33.6628,150.2972,960,05:16_21/06/1989,1989,10:34_26/08/2008,2008,20,MEDLOW BATH (LAKE MEDLOW DAM)
563073_231,231,-33.6139,150.1561,600,09:20_11/12/1987,1987,15:22_16/07/2008,2008,22,LOWTHER(DUDDAWARRA)
563075_231,231,-33.1213,150.046,680,11:54_19/06/1990,1990,09:20_25/06/2008,2008,19,CAPERTEE
563076_231,231,-33.0503,150.4163,790,15:22_21/06/1990,1990,13:16_25/06/2008,2008,19,GOSPERS MOUNTAIN
563077_231,231,-33.1976,150.29,800,15:58_30/06/1990,1990,08:43_25/06/2008,2008,19,NEWNES (DEANES CREEK)
563079_231,231,-33.7944,150.5083,650,11:30_28/06/1990,1990,14:09_27/03/2007,2007,18,WOODFORD RANGE
563080_231,231,-33.5961,150.6986,70,13:12_19/06/1990,1990,11:56_16/01/2008,2008,19,GROSE WOLD
563081_231,231,-33.543,150.8509,41,14:22_07/08/1990,1990,12:52_02/07/2008,2008,19,WILBERFORCE
563082_231,231,-33.3766,150.6072,420,10:26_29/11/1990,1990,15:09_25/06/2008,2008,19,WOLLANGAMBE JUNCTION  (BLACKSMITHS CREEK)
563146_233,233,-33.6767,150.625,270,12:22_19/04/1990,1990,03:00_03/06/2010,2010,21,WINMALEE STP
566018_233,233,-34.0308,151.1643,10,09:00_31/12/1979,1979,03:00_02/06/2010,2010,32,CRONULLA STP
566020_233,233,-33.9005,151.0879,10,07:32_09/09/1998,1998,00:00_01/06/2010,2010,13,ENFIELD (COMPOSITE SITE)
566026_233,233,-33.9226,151.1556,5,09:00_31/12/1979,1979,03:00_02/06/2010,2010,32,MARRICKVILLE - GERMAN CLUB(FORMERLY SPS 271)
566027_233,233,-33.8435,151.2382,85,11:58_12/03/1990,1990,00:00_01/06/2010,2010,21,MOSMAN - TARONGA ZOO (FORMERLY BRADLEYS HEAD
566028_233,233,-33.9265,151.2144,5,15:35_28/08/1973,1973,03:00_02/06/2010,2010,38,EASTLAKES SPORTS CLUB (FORMERLY EASTLAKES SW
566032_233,233,-33.887,151.2253,45,00:00_31/12/1979,1979,00:00_01/06/2010,2010,32,PADDINGTON (COMPOSITE SITE)
566036_233,233,-33.8893,151.0368,55,09:54_29/12/1981,1981,00:00_01/06/2010,2010,30,POTTS HILL RESERVOIR
566037_233,233,-33.8085,151.0907,25,11:05_16/08/1948,1948,00:00_01/06/2010,2010,63,RYDE PUMPING STATION
566038_233,233,-33.8578,151.2788,75,12:20_28/12/1979,1979,00:00_01/06/2010,2010,32,VAUCLUSE BOWLING CLUB
566040_233,233,-33.7698,151.0671,100,09:00_31/12/1979,1979,03:00_03/06/2010,2010,32,WEST EPPING BOWLING CLUB
566047_233,233,-33.9747,151.0778,40,12:10_12/12/1977,1977,00:00_01/06/2010,2010,34,MORTDALE BOWLING CLUB
566049_233,233,-33.9218,150.9386,5,10:24_03/12/1992,1992,03:00_02/06/2010,2010,19,LIVERPOOL STP
566051_233,233,-33.6912,151.2993,5,10:36_11/11/1981,1981,03:00_02/06/2010,2010,30,WARRIEWOOD STP (COMPOSITE)
566052_231,231,-34.1181,150.9333,180,12:05_01/06/1982,1982,11:44_04/09/2008,2008,27,WORONORA DAM
566053_233,233,-33.6672,151.1047,100,10:00_20/07/1990,1990,03:03_03/06/2010,2010,21,HORNSBY HEIGHTS STP
566055_233,233,-33.7067,151.107,170,12:36_29/06/1982,1982,03:00_03/06/2010,2010,29,HORNSBY BOWLING CLUB
566064_233,233,-33.8551,151.1075,10,14:17_01/06/1988,1988,00:00_01/06/2010,2010,23,CONCORD GREENLEES B.C. FORMERLY WESTS RUGBY
566065_233,233,-33.8773,151.1673,20,06:42_12/01/1989,1989,00:00_01/06/2010,2010,22,LILYFIELD (FORMERLY ANNANDALE)
566068_233,233,-33.7389,151.2814,10,15:12_23/02/1990,1990,00:00_01/06/2010,2010,21,DEE WHY BOWLING CLUB
566071_233,233,-33.7338,151.2208,170,10:20_12/03/1990,1990,00:00_01/06/2010,2010,21,BELROSE BOWLING CLUB
566073_233,233,-33.7408,151.1394,160,15:32_16/09/1987,1987,03:00_03/06/2010,2010,24,PYMBLE BOWLING CLUB
566078_233,233,-34.07,151.1517,20,15:26_09/02/1990,1990,00:00_01/06/2010,2010,21,SOUTH CRONULLA BC (FORMERLY SOUTH CRONULLA P
566080_233,233,-33.7681,151.2848,10,15:02_10/07/1990,1990,00:00_01/06/2010,2010,21,HARBORD BOWLING CLUB
566082_233,233,-33.8602,151.019,10,12:32_03/10/1990,1990,00:00_01/06/2010,2010,21,AUBURN RSL BOWLING CLUB
566085_233,233,-33.7629,151.1945,70,14:40_19/09/1990,1990,03:00_03/06/2010,2010,21,EAST LINDFIELD BOWLING CLUB
566087_233,233,-33.8226,151.1294,50,12:30_08/02/1991,1991,03:00_03/06/2010,2010,20,GLADESVILLE BOWLING CLUB
566088_233,233,-33.9599,151.2515,15,08:32_17/12/1990,1990,03:00_02/06/2010,2010,21,MALABAR STP
566089_233,233,-33.7859,151.2805,10,13:54_29/05/1991,1991,00:00_01/06/2010,2010,20,MANLY CROQUET CLUB (FORMERLY MANLY GOLF COUR
566091_233,233,-33.9467,151.1609,5,14:04_19/09/1991,1991,03:00_02/06/2010,2010,20,KYEEMAGH BOWLING CLUB
566092_233,233,-34.0295,151.0711,115,12:32_06/11/1991,1991,00:00_01/06/2010,2010,20,SUTHERLAND BOWLING CLUB
566094_233,233,-34.0399,150.9992,159,08:58_22/11/1991,1991,00:00_01/06/2010,2010,20,LUCAS HEIGHTS RESERVOIR
566098_233,233,-34.0359,151.1211,27,11:54_23/12/1991,1991,00:00_01/06/2010,2010,20,CARINGBAH BOWLING CLUB
566099_233,233,-33.9119,151.2273,30,12:26_29/11/1991,1991,00:00_01/06/2010,2010,20,RANDWICK RACECOURSE
566100_233,233,-33.808,151.3019,70,14:10_28/08/1991,1991,03:00_02/06/2010,2010,20,NORTH HEAD STP
566114_233,233,-33.8973,151.2587,81,09:24_05/01/1995,1995,00:00_01/06/2010,2010,16,WAVERLEY BOWLING CLUB
566155_233,233,-33.9587,150.9645,5,08:31_14/02/2002,2002,03:00_02/06/2010,2010,9,HOLSWORTHY STP
567076_233,233,-33.7111,150.9842,65,20:30_29/07/1983,1983,03:00_02/06/2010,2010,28,CASTLE HILL STP
567077_233,233,-33.8807,150.9504,10,13:36_15/05/1980,1980,03:00_02/06/2010,2010,31,FAIRFIELD STP
567078_233,233,-33.9827,150.9071,22,11:00_30/08/1983,1983,03:00_02/06/2010,2010,28,GLENFIELD STP
567083_231,231,-33.8228,150.9106,70,13:06_14/12/1992,1992,13:11_11/08/2008,2008,17,PROSPECT RESERVOIR
567083_233,233,-33.8192,150.9127,73,13:06_14/12/1992,1992,00:00_01/06/2010,2010,19,PROSPECT RESERVOIR
567084_233,233,-33.7365,150.8783,26,13:30_23/10/1990,1990,03:20_03/06/2010,2010,21,QUAKERS HILL STP
567085_233,233,-33.608,150.7671,16,10:30_13/08/1991,1991,03:00_03/06/2010,2010,20,RICHMOND STP
567087_233,233,-33.7342,150.7692,20,12:00_02/08/1983,1983,03:00_03/06/2010,2010,28,ST MARYS STP
567100_233,233,-33.6562,150.8477,32,11:00_29/07/1983,1983,03:00_03/06/2010,2010,28,RIVERSTONE STP
567102_233,233,-33.6969,151.0277,215,20:30_29/07/1983,1983,03:47_03/06/2010,2010,28,DURAL (WPS14)
567104_233,233,-33.7817,150.9958,50,17:40_20/03/1990,1990,10:15_13/04/2010,2010,21,NORTHMEAD BOWLING CLUB
567107_233,233,-33.7413,150.7007,27,16:12_31/08/1991,1991,03:00_03/06/2010,2010,20,PENRITH STP
567108_231,231,-33.3846,150.9867,5,13:38_27/06/1990,1990,03:34_05/05/2008,2008,19,WISEMANS FERRY BOWLING CLUB
567109_233,233,-33.6202,151.149,224,12:12_30/06/1990,1990,03:56_03/06/2010,2010,21,BEROWRA RESERVOIR (FORMERLY BEROWRA BC)
567110_231,231,-33.5574,151.0179,200,11:36_27/06/1990,1990,10:58_01/07/2008,2008,19,FOREST GLEN
567112_233,233,-33.7912,151.0181,60,15:41_28/08/1990,1990,14:59_13/04/2010,2010,21,NORTH PARRAMATTA (BURNSIDE HOMES)
567146_233,233,-33.8214,150.9416,70,13:52_18/12/1990,1990,16:55_13/04/2010,2010,21,GREYSTANES (CUMBERLAND GOLF CLUB)
567147_233,233,-33.7437,150.9924,100,13:17_04/09/1990,1990,14:00_14/04/2010,2010,21,BAULKHAM HILLS SWIMMING POOL
567148_233,233,-33.7403,150.9459,86,09:58_05/09/1990,1990,00:00_01/06/2010,2010,21,KINGS LANGLEY (NSW SOCCER FEDERATION)
567149_233,233,-33.7452,151.0382,110,07:00_04/12/1990,1990,11:08_13/04/2010,2010,21,CUMBERLAND STATE FOREST (IBM)
567150_233,233,-33.8006,150.9027,80,14:13_18/12/1990,1990,08:54_14/04/2010,2010,21,BLACKTOWN (DOG POUND)
567154_233,233,-33.8946,150.9459,20,15:38_22/01/1992,1992,00:00_01/06/2010,2010,19,CABRAMATTA BOWLING CLUB
567163_233,233,-33.7745,150.6716,40,09:04_09/09/1992,1992,00:00_01/06/2010,2010,19,REGENTVILLE RURAL FIRE SERVICE
567165_233,233,-33.6692,150.9206,40,13:50_11/03/1993,1993,03:00_03/06/2010,2010,18,ROUSE HILL STP
567167_233,233,-33.6961,150.9194,49,11:16_23/06/1993,1993,03:00_03/06/2010,2010,18,KELLYVILLE (CASTLEBROOK CEMETERY)
568004_231,231,-34.2872,150.7253,330,11:34_25/08/1983,1983,12:40_08/07/2008,2008,26,CORDEAUX AIR STRIP
568038_231,231,-34.23,150.2528,200,12:05_11/05/1981,1981,10:57_08/08/2008,2008,28,WOLLONDILLY (JOORILAND)
568045_231,231,-33.8915,150.5923,180,00:00_01/01/1981,1981,12:24_23/09/2008,2008,28,WARRAGAMBA MET. STATION
568047_231,231,-34.3306,150.6097,390,11:22_24/06/1981,1981,11:19_10/07/2008,2008,28,NEPEAN DAM
568048_231,231,-34.265,150.8058,340,10:00_16/12/1981,1981,09:24_08/07/2008,2008,28,CATARACT DAM
568049_231,231,-34.3264,150.7417,365,09:55_11/09/1981,1981,14:13_08/07/2008,2008,28,CORDEAUX QUARTERS
568050_231,231,-34.3033,150.4194,580,15:22_24/03/1981,1981,13:02_12/09/2008,2008,28,HILLTOP (STARLIGHTS TRACK)
568051_231,231,-34.0089,150.507,430,12:02_03/06/1981,1981,15:40_02/09/2008,2008,28,OAKDALE (THE BRIDGE)
568053_233,233,-34.2029,150.6148,210,14:00_09/04/1998,1998,03:27_04/06/2010,2010,13,PICTON STP
568054_231,231,-34.4761,150.5222,580,09:35_26/03/1981,1981,09:46_10/09/2008,2008,28,MITTAGONG MAGUIRES CROSSING
568058_231,231,-34.4583,150.6444,491,14:10_07/07/1981,1981,10:18_10/07/2008,2008,28,HAMBRIDGE
568060_231,231,-34.2972,150.6736,320,10:30_30/03/1983,1983,12:33_09/07/2008,2008,26,IRONBARK
568061_231,231,-34.4056,150.7097,442,10:52_30/03/1983,1983,11:41_09/07/2008,2008,26,BROWNS ROAD
568065_231,231,-34.2653,150.8778,440,09:26_17/12/1981,1981,12:59_07/07/2008,2008,28,LETTERBOX TOWER
568068_231,231,-34.4097,150.7781,330,13:36_29/09/1981,1981,11:05_17/07/2008,2008,28,UPPER CORDEAUX (NO.2 DAM)
568069_231,231,-34.1817,150.9233,310,10:16_03/11/1983,1983,10:52_07/07/2008,2008,26,REVERCES
568070_231,231,-34.5542,150.5694,645,08:08_21/12/1981,1981,10:20_01/07/2008,2008,28,EAST KANGALOON
568071_231,231,-34.4628,150.7333,330,13:12_10/09/1981,1981,10:30_06/08/2008,2008,28,UPPER AVON
568072_231,231,-34.1786,150.8317,280,11:24_17/11/1983,1983,12:11_07/07/2008,2008,26,COBBONG
568076_231,231,-34.6967,150.6894,274,12:28_19/06/1981,1981,12:58_02/07/2008,2008,28,BROGERS NO.2
568078_231,231,-34.7042,150.6267,640,11:14_18/06/1981,1981,10:47_30/06/2008,2008,28,BUDDEROO
568081_231,231,-34.6056,150.5261,680,12:18_05/08/1981,1981,14:26_30/06/2008,2008,28,WILDES MEADOW
568082_231,231,-34.6189,150.38,655,15:26_18/06/1981,1981,13:28_22/07/2008,2008,28,COLYERS CREEK
568083_231,231,-34.7403,149.9828,634,11:52_18/05/1981,1981,12:18_16/07/2008,2008,28,SHELLEYS FLAT
568084_231,231,-34.7344,150.1353,678,09:32_03/06/1981,1981,12:59_16/07/2008,2008,28,BUMBULLA
568086_231,231,-35.0219,150.4631,250,15:18_24/06/1981,1981,10:11_02/07/2008,2008,28,TURPENTINE
568094_231,231,-34.3778,150.3156,730,13:08_23/05/1986,1986,15:10_04/07/2008,2008,23,MITTAGONG (HIGH RANGE)
568097_231,231,-34.37,150.8197,430,13:00_16/12/1981,1981,11:45_08/07/2008,2008,28,MOUNT KEIRA(KENTISH NO.2)
568102_231,231,-34.5522,150.6317,690,10:55_10/11/1981,1981,09:32_28/05/1996,1996,16,MOUNT MURRAY
568113_231,231,-34.5522,150.4783,685,12:32_30/01/1992,1992,13:55_19/09/2008,2008,17,WINGECARRIBEE DAM
568119_233,233,-34.5688,150.8656,5,12:04_27/08/1990,1990,03:51_04/06/2010,2010,21,SHELLHARBOUR STP (COMPOSITE)
568124_231,231,-34.6567,150.4894,650,14:02_23/01/1992,1992,11:35_08/09/2008,2008,17,FITZROY FALLS DAM
